,rank,seasons,titlesWon,leaguesWon,divsWon1,divsWon2,divsWon3,cupsWon6,cupsWon5,cupsWon4,cupsWon3,cupsWon2,cupsWon1,cupsWon0,totalCupsWon,cupsEntered,cupWinPercent,promotions,relegations,wins,ties,losses,maxDivision,goals,goalsAgainst,averageGoalsPerGame,averageGoalsAgainstPerGame,cleanSheets,starLevel,agreggateRecord,clubName,clubId,currentDivision,rankingPoints,clubInfo,platform
228,10886,214,113,101,7,2,3,0,0,0,0,0,0,0,0,0,0,17,8,1345,225,369,10,5318,2387,2.74,1.23,0,10,1345-225-369,D A R K,8139,10,10886,"{'name': 'D A R K', 'clubId': 8139, 'regionId': 5064001, 'teamId': 241, 'customKit': {'stadName': 'Old Trafford', 'kitId': '1974272', 'isCustomTeam': '0', 'customKitId': '7648', 'customAwayKitId': '7639', 'customKeeperKitId': '5010', 'kitColor1': '592397', 'kitColor2': '15921906', 'kitColor3': '15921906', 'kitColor4': '15921906', 'kitAColor1': '15921906', 'kitAColor2': '592397', 'kitAColor3': '592397', 'kitAColor4': '592397', 'dCustomKit': '0', 'crestColor': '16777215', 'crestAssetId': '99160203'}}",ps4
229,10880,500,410,400,3,4,3,0,0,0,0,0,0,0,0,0,0,11,2,3667,404,418,10,14841,4523,3.31,1.01,0,10,3667-404-418,B a n d i t s,13447064,10,10880,"{'name': 'B a n d i t s', 'clubId': 13447064, 'regionId': 5064001, 'teamId': 433, 'customKit': {'stadName': 'Mercedes-Benz Stadium', 'kitId': '3547136', 'isCustomTeam': '0', 'customKitId': '7663', 'customAwayKitId': '7540', 'customKeeperKitId': '5010', 'kitColor1': '592397', 'kitColor2': '2164288', 'kitColor3': '2510903', 'kitColor4': '4002593', 'kitAColor1': '592397', 'kitAColor2': '9838384', 'kitAColor3': '8654629', 'kitAColor4': '9838384', 'dCustomKit': '0', 'crestColor': '13179675', 'crestAssetId': '99160502'}}",ps4
230,10845,183,141,128,6,4,3,0,0,0,0,0,0,0,0,0,0,14,5,1297,155,192,10,5093,1598,3.10,0.97,0,10,1297-155-192,F2ntastic,57119,10,10845,"{'name': 'F2ntastic', 'clubId': 57119, 'regionId': 5064001, 'teamId': 243, 'customKit': {'stadName': 'Old Trafford', 'kitId': '1990659', 'isCustomTeam': '0', 'customKitId': '7515', 'customAwayKitId': '7515', 'customKeeperKitId': '5020', 'kitColor1': '11786', 'kitColor2': '592397', 'kitColor3': '11786', 'kitColor4': '11786', 'kitAColor1': '15921906', 'kitAColor2': '592397', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '116423', 'crestAssetId': '99091202'}}",ps4
231,10824,61,53,44,2,4,3,0,0,0,0,0,0,0,0,0,0,9,0,445,45,43,10,1650,363,3.10,0.68,0,10,445-45-43,Nympo Maniac,1725154,10,10824,"{'name': 'Nympo Maniac', 'clubId': 1725154, 'regionId': 5128531, 'teamId': 1335, 'customKit': {'stadName': 'SENSEI YAMERO', 'kitId': '21872640', 'isCustomTeam': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customKeeperKitId': '5013', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99161016'}}",ps4
232,10813,379,240,227,6,4,3,0,0,0,0,0,0,0,0,0,0,14,5,2533,395,473,10,9942,3582,2.92,1.05,0,10,2533-395-473,E v A s  FC,2073334,10,10813,"{'name': 'E v A s  FC', 'clubId': 2073334, 'regionId': 5064001, 'teamId': 461, 'customKit': {'stadName': 'E v A s FC', 'kitId': '3776515', 'isCustomTeam': '0', 'customKitId': '7627', 'customAwayKitId': '7649', 'customKeeperKitId': '5013', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15245824', 'kitAColor3': '15245824', 'kitAColor4': '15245824', 'dCustomKit': '0', 'crestColor': '16777215', 'crestAssetId': '99150208'}}",ps4
233,10807,339,292,284,1,4,3,1,0,0,0,0,0,0,0,0,0,11,2,2539,177,233,10,10824,3394,3.67,1.15,0,10,2539-177-233,4K Fùtbol,4719259,10,10807,"{'name': '4K Fùtbol', 'clubId': 4719259, 'regionId': 5457237, 'teamId': 113003, 'customKit': {'stadName': 'Cívitas METROPOLITANO', 'kitId': '925720576', 'isCustomTeam': '0', 'customKitId': '7532', 'customAwayKitId': '7532', 'customKeeperKitId': '5010', 'kitColor1': '592397', 'kitColor2': '6316643', 'kitColor3': '592397', 'kitColor4': '3554112', 'kitAColor1': '14935011', 'kitAColor2': '14655653', 'kitAColor3': '13979995', 'kitAColor4': '592397', 'dCustomKit': '0', 'crestColor': '0', 'crestAssetId': '99160118'}}",ps4
234,10777,553,385,372,7,3,3,1,0,0,0,0,0,0,0,0,0,19,10,3828,486,681,10,15888,6054,3.18,1.21,0,10,3828-486-681,Endgame,24339,10,10777,"{'name': 'Endgame', 'clubId': 24339, 'regionId': 5064001, 'teamId': 1, 'customKit': {'stadName': 'Mercedes-Benz Stadium', 'kitId': '8192', 'isCustomTeam': '0', 'customKitId': '7522', 'customAwayKitId': '7616', 'customKeeperKitId': '5020', 'kitColor1': '592397', 'kitColor2': '1841428', 'kitColor3': '1909296', 'kitColor4': '10066329', 'kitAColor1': '15921906', 'kitAColor2': '14935011', 'kitAColor3': '592397', 'kitAColor4': '592397', 'dCustomKit': '0', 'crestColor': '0', 'crestAssetId': '99090114'}}",ps4
235,10776,117,87,77,3,4,3,0,0,0,0,0,0,0,0,0,0,10,1,826,86,122,10,3506,1272,3.39,1.23,0,10,826-86-122,O F F,2226879,10,10776,"{'name': 'O F F', 'clubId': 2226879, 'regionId': 5064001, 'teamId': 483, 'customKit': {'stadName': 'O O F', 'kitId': '3956736', 'isCustomTeam': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customKeeperKitId': '5013', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160423'}}",ps4
236,10756,103,73,63,3,4,3,0,0,0,0,0,0,0,0,0,0,10,1,697,117,109,10,2784,1068,3.02,1.16,0,10,697-117-109,Boca Seniors,592704,10,10756,"{'name': 'Boca Seniors', 'clubId': 592704, 'regionId': 5064001, 'teamId': 448, 'customKit': {'stadName': 'Old Trafford', 'kitId': '3670017', 'isCustomTeam': '0', 'customKitId': '7538', 'customAwayKitId': '7627', 'customKeeperKitId': '5020', 'kitColor1': '592397', 'kitColor2': '14358546', 'kitColor3': '14358546', 'kitColor4': '592397', 'kitAColor1': '1841428', 'kitAColor2': '1482375', 'kitAColor3': '592397', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '0', 'crestAssetId': '99060105'}}",ps4
237,10729,87,68,59,2,4,3,0,0,0,0,0,0,0,0,0,0,9,0,634,63,76,10,2673,918,3.46,1.19,0,10,634-63-76,P E W,16189428,10,10729,"{'name': 'P E W', 'clubId': 16189428, 'regionId': 5064001, 'teamId': 445, 'customKit': {'stadName': 'P E W', 'kitId': '3645441', 'isCustomTeam': '0', 'customKitId': '7633', 'customAwayKitId': '7509', 'customKeeperKitId': '5020', 'kitColor1': '592397', 'kitColor2': '3554112', 'kitColor3': '15921906', 'kitColor4': '15921906', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160615'}}",ps4
238,10711,153,92,81,4,4,3,0,0,0,0,0,0,0,0,0,0,11,2,1006,151,218,10,3947,1495,2.87,1.09,0,10,1006-151-218,V A L H A L LA,15522478,10,10711,"{'name': 'V A L H A L LA', 'clubId': 15522478, 'regionId': 5064001, 'teamId': 45, 'customKit': {'stadName': 'Old Trafford', 'kitId': '368640', 'isCustomTeam': '0', 'customKitId': '7646', 'customAwayKitId': '7670', 'customKeeperKitId': '5026', 'kitColor1': '4002593', 'kitColor2': '15921906', 'kitColor3': '15921906', 'kitColor4': '14277081', 'kitAColor1': '15921906', 'kitAColor2': '4920087', 'kitAColor3': '4920087', 'kitAColor4': '4920087', 'dCustomKit': '0', 'crestColor': '0', 'crestAssetId': '99100117'}}",ps4
239,10709,47,47,38,2,4,3,0,0,0,0,0,0,0,0,0,0,9,0,355,17,10,10,1418,240,3.71,0.63,0,10,355-17-10,REAL HEAVENS,27505847,10,10709,"{'name': 'REAL HEAVENS', 'clubId': 27505847, 'regionId': 4543827, 'teamId': 2017, 'customKit': {'stadName': 'Estadio Santiago Bernabéu', 'kitId': '16523264', 'isCustomTeam': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customKeeperKitId': '5013', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160627'}}",ps4
240,10709,75,59,50,2,4,3,0,0,0,0,0,0,0,0,0,0,10,1,525,71,76,10,2264,873,3.37,1.30,0,10,525-71-76,R A R E,15564143,10,10709,"{'name': 'R A R E', 'clubId': 15564143, 'regionId': 5064001, 'teamId': 111473, 'customKit': {'stadName': 'Old Trafford', 'kitId': '1826373633', 'isCustomTeam': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customKeeperKitId': '5013', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160519'}}",ps4
241,10702,574,448,433,8,4,3,0,0,0,0,0,0,0,0,0,0,16,7,4101,515,565,10,15959,5325,3.08,1.03,0,10,4101-515-565,Champions,6944,10,10702,"{'name': 'Champions', 'clubId': 6944, 'regionId': 5064001, 'teamId': 105035, 'customKit': {'stadName': 'Mercedes-Benz Stadium', 'kitId': '860446721', 'isCustomTeam': '0', 'customKitId': '7528', 'customAwayKitId': '7509', 'customKeeperKitId': '5020', 'kitColor1': '1841428', 'kitColor2': '592397', 'kitColor3': '1841428', 'kitColor4': '15130831', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '16777215', 'crestAssetId': '99110201'}}",ps4
242,10701,93,65,56,2,4,3,0,0,0,0,0,0,0,0,0,0,10,1,628,101,102,10,2530,992,3.04,1.19,0,10,628-101-102,S P U R S,2419059,10,10701,"{'name': 'S P U R S', 'clubId': 2419059, 'regionId': 5064001, 'teamId': 1888, 'customKit': {'stadName': 'Volksparkstadion', 'kitId': '15466497', 'isCustomTeam': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customKeeperKitId': '5013', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160417'}}",ps4
243,10686,247,198,189,2,4,3,0,0,0,0,0,0,0,0,0,0,9,0,1797,191,227,10,7176,2197,3.24,0.99,0,10,1797-191-227,WATCH US,1641209,10,10686,"{'name': 'WATCH US', 'clubId': 1641209, 'regionId': 5064001, 'teamId': 32, 'customKit': {'stadName': 'San Siro', 'kitId': '524289', 'isCustomTeam': '1', 'customKitId': '7666', 'customAwayKitId': '7641', 'customKeeperKitId': '5020', 'kitColor1': '1841428', 'kitColor2': '592397', 'kitColor3': '15921906', 'kitColor4': '15921906', 'kitAColor1': '15921906', 'kitAColor2': '1841428', 'kitAColor3': '15921906', 'kitAColor4': '1841428', 'dCustomKit': '0', 'crestColor': '0', 'crestAssetId': '99160115'}}",ps4
244,10637,464,434,425,2,4,3,9,0,2,2,0,0,0,4,6,66,9,0,3573,236,202,10,15282,3437,3.81,0.86,0,10,3573-236-202,PEPEU GOMES FC,2929849,10,10637,"{'name': 'PEPEU GOMES FC', 'clubId': 2929849, 'regionId': 5456205, 'teamId': 113996, 'customKit': {'stadName': 'PEPEUZAO ARENA', 'kitId': '933855232', 'isCustomTeam': '0', 'customKitId': '7629', 'customAwayKitId': '7532', 'customKeeperKitId': '5020', 'kitColor1': '4133724', 'kitColor2': '5775459', 'kitColor3': '1841428', 'kitColor4': '16774144', 'kitAColor1': '15921906', 'kitAColor2': '1841428', 'kitAColor3': '4133724', 'kitAColor4': '4133724', 'dCustomKit': '0', 'crestColor': '9127890', 'crestAssetId': '99160926'}}",ps4
245,10591,316,284,275,2,4,3,5,0,1,1,0,0,0,2,3,66,9,0,2376,225,147,10,9160,2003,3.33,0.73,0,10,2376-225-147,LARAPIAGEM ES,1349554,10,10591,"{'name': 'LARAPIAGEM ES', 'clubId': 1349554, 'regionId': 5456205, 'teamId': 1871, 'customKit': {'stadName': 'SIGA INSTAGRAM: larapiagem', 'kitId': '15327233', 'isCustomTeam': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customKeeperKitId': '5013', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160509'}}",ps4
246,10588,97,23,5,11,4,3,0,0,0,0,0,0,0,0,0,0,28,19,458,165,271,10,1513,1069,1.69,1.20,0,10,458-165-271,Lultima Cena,517734,10,10588,"{'name': 'Lultima Cena', 'clubId': 517734, 'regionId': 5128531, 'teamId': 205, 'customKit': {'stadName': 'El Alcoraz', 'kitId': '1679360', 'isCustomTeam': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customKeeperKitId': '5013', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160504'}}",ps4
247,10584,186,123,113,3,4,3,0,0,0,0,0,0,0,0,0,0,12,3,1264,179,225,10,4800,1688,2.88,1.01,0,10,1264-179-225,we r champions,12859,10,10584,"{'name': 'we r champions', 'clubId': 12859, 'regionId': 5064001, 'teamId': 111111, 'customKit': {'stadName': 'Mercedes-Benz Stadium', 'kitId': '910221312', 'isCustomTeam': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customKeeperKitId': '5013', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160507'}}",ps4
248,10561,68,63,54,2,4,3,0,0,0,0,0,0,0,0,0,0,9,0,507,42,32,10,2037,515,3.51,0.89,0,10,507-42-32,M U T E,5545134,10,10561,"{'name': 'M U T E', 'clubId': 5545134, 'regionId': 5064001, 'teamId': 688, 'customKit': {'stadName': 'M U T E', 'kitId': '5636096', 'isCustomTeam': '0', 'customKitId': '7852', 'customAwayKitId': '7627', 'customKeeperKitId': '5020', 'kitColor1': '592397', 'kitColor2': '16464712', 'kitColor3': '16464712', 'kitColor4': '16464712', 'kitAColor1': '22436', 'kitAColor2': '592397', 'kitAColor3': '592397', 'kitAColor4': '592397', 'dCustomKit': '0', 'crestColor': '0', 'crestAssetId': '99160129'}}",ps4
249,10531,60,30,21,2,4,3,0,0,0,0,0,0,0,0,0,0,10,1,375,50,91,10,1720,715,3.33,1.39,0,10,375-50-91,OLD ACADEMY,6339644,10,10531,"{'name': 'OLD ACADEMY', 'clubId': 6339644, 'regionId': 5064001, 'teamId': 95, 'customKit': {'stadName': 'Orange Vélodrome', 'kitId': '778241', 'isCustomTeam': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customKeeperKitId': '5013', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99161113'}}",ps4
250,10528,220,169,157,5,4,3,20,0,0,0,0,0,0,0,1,0,13,4,1552,182,242,10,6562,2429,3.32,1.23,0,10,1552-182-242,ARCA DE NOE,303639,10,10528,"{'name': 'ARCA DE NOE', 'clubId': 303639, 'regionId': 5456205, 'teamId': 452, 'customKit': {'stadName': 'ARCA', 'kitId': '3702785', 'isCustomTeam': '0', 'customKitId': '7665', 'customAwayKitId': '7631', 'customKeeperKitId': '5003', 'kitColor1': '13979995', 'kitColor2': '14655653', 'kitColor3': '13979995', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '1841428', 'kitAColor3': '14358546', 'kitAColor4': '6316643', 'dCustomKit': '0', 'crestColor': '13179675', 'crestAssetId': '99160302'}}",ps4
251,10514,361,272,262,3,4,3,3,0,1,1,0,0,0,2,3,66,10,1,2570,315,355,10,10026,3176,3.09,0.98,0,10,2570-315-355,Elite Wizards,10842624,10,10514,"{'name': 'Elite Wizards', 'clubId': 10842624, 'regionId': 4539733, 'teamId': 243, 'customKit': {'stadName': 'Estadio Santiago Bernabéu', 'kitId': '1990656', 'isCustomTeam': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customKeeperKitId': '5013', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160820'}}",ps4
252,10514,104,79,69,3,4,3,0,0,0,0,0,0,0,0,0,0,10,1,723,92,99,10,2802,873,3.07,0.96,0,10,723-92-99,City Plus,511819,10,10514,"{'name': 'City Plus', 'clubId': 511819, 'regionId': 5064001, 'teamId': 110406, 'customKit': {'stadName': 'Cívitas METROPOLITANO', 'kitId': '904445952', 'isCustomTeam': '0', 'customKitId': '7645', 'customAwayKitId': '7534', 'customKeeperKitId': '5029', 'kitColor1': '16696614', 'kitColor2': '592397', 'kitColor3': '15921906', 'kitColor4': '15921906', 'kitAColor1': '4920087', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '0', 'crestAssetId': '99080103'}}",ps4
253,10500,95,23,8,8,4,3,0,0,0,0,0,0,0,0,0,0,23,14,459,163,248,10,1647,1083,1.89,1.24,0,10,459-163-248,NIKU AZABU,2388009,10,10500,"{'name': 'NIKU AZABU', 'clubId': 2388009, 'regionId': 5128531, 'teamId': 112172, 'customKit': {'stadName': 'El Alcoraz', 'kitId': '1837826048', 'isCustomTeam': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customKeeperKitId': '5013', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160126'}}",ps4
254,10496,156,81,71,4,3,3,1,0,0,0,0,0,0,0,0,0,16,7,977,152,267,10,4555,2172,3.26,1.56,0,10,977-152-267,K9 l NATION,2329994,10,10496,"{'name': 'K9 l NATION', 'clubId': 2329994, 'regionId': 5064001, 'teamId': 44, 'customKit': {'stadName': 'Old Trafford', 'kitId': '720896', 'isCustomTeam': '0', 'customKitId': '7645', 'customAwayKitId': '7540', 'customKeeperKitId': '5020', 'kitColor1': '592397', 'kitColor2': '14358546', 'kitColor3': '1841428', 'kitColor4': '14358546', 'kitAColor1': '14935011', 'kitAColor2': '14358546', 'kitAColor3': '14935011', 'kitAColor4': '592397', 'dCustomKit': '1', 'crestColor': '13179675', 'crestAssetId': '99160502'}}",ps4
255,10492,75,15,2,6,4,3,0,0,0,0,0,0,0,0,0,0,22,14,329,140,209,10,1054,748,1.55,1.10,0,10,329-140-209,El Mago Öz FC,18619,9,10492,"{'name': 'El Mago Öz FC', 'clubId': 18619, 'regionId': 5128531, 'teamId': 241, 'customKit': {'stadName': 'Waldstadion', 'kitId': '1974272', 'isCustomTeam': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customKeeperKitId': '5013', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160620'}}",ps4
256,10482,270,136,118,11,4,3,0,0,0,0,0,0,0,0,0,0,24,15,1654,311,451,10,6524,2922,2.70,1.21,0,10,1654-311-451,E L IT E,1341004,10,10482,"{'name': 'E L IT E', 'clubId': 1341004, 'regionId': 5064001, 'teamId': 32, 'customKit': {'stadName': 'Waldstadion', 'kitId': '262147', 'isCustomTeam': '0', 'customKitId': '7648', 'customAwayKitId': '7539', 'customKeeperKitId': '5012', 'kitColor1': '1256053', 'kitColor2': '12762028', 'kitColor3': '12762028', 'kitColor4': '12762028', 'kitAColor1': '6379598', 'kitAColor2': '1713203', 'kitAColor3': '11194602', 'kitAColor4': '11319490', 'dCustomKit': '0', 'crestColor': '16495884', 'crestAssetId': '99160811'}}",ps4
257,10450,81,63,51,5,4,3,0,0,0,0,0,0,0,0,0,0,12,3,553,70,87,10,2488,1040,3.50,1.46,0,10,553-70-87,Kunafh,5734924,10,10450,"{'name': 'Kunafh', 'clubId': 5734924, 'regionId': 5064001, 'teamId': 580, 'customKit': {'stadName': 'Old Trafford', 'kitId': '4751361', 'isCustomTeam': '0', 'customKitId': '7666', 'customAwayKitId': '7666', 'customKeeperKitId': '5004', 'kitColor1': '15921906', 'kitColor2': '14935011', 'kitColor3': '15921906', 'kitColor4': '15921906', 'kitAColor1': '592397', 'kitAColor2': '1841428', 'kitAColor3': '1841428', 'kitAColor4': '1841428', 'dCustomKit': '1', 'crestColor': '0', 'crestAssetId': '99160226'}}",ps4
258,10448,387,101,77,18,4,2,0,0,0,0,0,0,0,0,0,0,52,43,2070,437,1001,10,8769,5495,2.50,1.57,0,10,2070-437-1001,4EVER4,3560859,10,10448,"{'name': '4EVER4', 'clubId': 3560859, 'regionId': 5064001, 'teamId': 47, 'customKit': {'stadName': 'San Siro', 'kitId': '385024', 'isCustomTeam': '0', 'customKitId': '7524', 'customAwayKitId': '7538', 'customKeeperKitId': '5013', 'kitColor1': '14935011', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '3554112', 'kitAColor3': '592397', 'kitAColor4': '14277081', 'dCustomKit': '1', 'crestColor': '0', 'crestAssetId': '99130105'}}",ps4
259,10448,240,156,143,6,4,3,0,0,0,0,0,0,0,0,0,0,15,6,1621,221,338,10,6634,2554,3.04,1.17,0,10,1621-221-338,K A M I K A Z E,357479,10,10448,"{'name': 'K A M I K A Z E', 'clubId': 357479, 'regionId': 5064001, 'teamId': 112893, 'customKit': {'stadName': 'Old Trafford', 'kitId': '924819456', 'isCustomTeam': '0', 'customKitId': '7627', 'customAwayKitId': '7640', 'customKeeperKitId': '5012', 'kitColor1': '1256053', 'kitColor2': '15921906', 'kitColor3': '15921906', 'kitColor4': '15921906', 'kitAColor1': '14358546', 'kitAColor2': '592397', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '1', 'crestColor': '0', 'crestAssetId': '99060105'}}",ps4
260,10442,268,215,206,2,4,3,1,0,0,0,0,0,0,0,0,0,10,1,1963,172,233,10,8401,2782,3.55,1.17,0,10,1963-172-233,FC NORDAUSUD,5544754,10,10442,"{'name': 'FC NORDAUSUD', 'clubId': 5544754, 'regionId': 5457237, 'teamId': 2, 'customKit': {'stadName': 'Estadio Santiago Bernabéu', 'kitId': '16387', 'isCustomTeam': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customKeeperKitId': '5013', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160209'}}",ps4
261,10391,50,50,41,2,4,3,0,0,0,0,0,0,0,0,0,0,9,0,387,14,6,10,1697,363,4.17,0.89,0,10,387-14-6,x Frensh Rivera,22065817,10,10391,"{'name': 'x Frensh Rivera', 'clubId': 22065817, 'regionId': 5457237, 'teamId': 112999, 'customKit': {'stadName': 'Tottenham Hotspur Stadium', 'kitId': '1851375616', 'isCustomTeam': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customKeeperKitId': '5013', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160403'}}",ps4
262,10377,137,76,70,0,3,3,0,0,0,0,0,0,0,0,0,0,9,0,886,170,180,10,3251,1214,2.63,0.98,0,10,886-170-180,S O Y,317014,10,10377,"{'name': 'S O Y', 'clubId': 317014, 'regionId': 5064001, 'teamId': 1943, 'customKit': {'stadName': 'Allianz Stadium', 'kitId': '15917056', 'isCustomTeam': '0', 'customKitId': '7536', 'customAwayKitId': '7535', 'customKeeperKitId': '5003', 'kitColor1': '16464712', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '0', 'crestAssetId': '99100102'}}",ps4
263,10331,98,68,60,2,3,3,0,0,0,0,0,0,0,0,0,0,10,1,668,79,107,10,2931,942,3.43,1.10,0,10,668-79-107,J U S T I C E,1731354,10,10331,"{'name': 'J U S T I C E', 'clubId': 1731354, 'regionId': 5064001, 'teamId': 110178, 'customKit': {'stadName': 'J U S T I C E', 'kitId': '1805156353', 'isCustomTeam': '0', 'customKitId': '7524', 'customAwayKitId': '7641', 'customKeeperKitId': '5020', 'kitColor1': '592397', 'kitColor2': '1713203', 'kitColor3': '592397', 'kitColor4': '11319490', 'kitAColor1': '15921906', 'kitAColor2': '592397', 'kitAColor3': '592397', 'kitAColor4': '592397', 'dCustomKit': '0', 'crestColor': '0', 'crestAssetId': '99160102'}}",ps4
264,10326,112,34,18,9,4,3,0,0,0,0,0,0,0,0,0,0,17,9,591,150,249,10,2195,1196,2.22,1.21,0,10,591-150-249,HANNARI FC,3727379,9,10326,"{'name': 'HANNARI FC', 'clubId': 3727379, 'regionId': 5128531, 'teamId': 111701, 'customKit': {'stadName': 'Parc des Princes', 'kitId': '915054592', 'isCustomTeam': '0', 'customKitId': '7522', 'customAwayKitId': '7509', 'customKeeperKitId': '5011', 'kitColor1': '14358546', 'kitColor2': '1841428', 'kitColor3': '15921906', 'kitColor4': '15921906', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160224'}}",ps4
